viewCount,likeCount,dislikeCount,favoriteCount,commentCount,title,publishedAt,playlist_anme
131620,6625,289,0,661,Чем опасен искусственный интеллект? | Охотники за будущим,2017-10-05T13:41:49Z,ОХОТНИКИ ЗА БУДУЩИМ
62707,3798,211,0,719,"Что, если не истину, открывает наука? | Мозговой штурм",2017-10-05T13:40:46Z,Эксперты SciOne. Дмитрий Гусев
49647,4502,133,0,641,Мозговой штурм: истина и наука,2017-10-05T13:40:46Z,Эксперты SciOne. Дмитрий Гусев
86449,6155,92,0,227,КАК ПОЗНАВАТЬ И НЕ ОСТАВАТЬСЯ В ДУРАКАХ,2017-10-05T13:40:46Z,Эксперты SciOne. Дмитрий Гусев
285635,14808,263,0,753,САМЫЕ ВАЖНЫЕ ИДЕИ О ПРАВИЛЬНОМ МЫШЛЕНИИ | КОВЧЕГ ИДЕЙ,2017-10-05T13:40:46Z,Эксперты SciOne. Дмитрий Гусев
638071,42165,953,0,3233,4 закона логики | Дмитрий Гусев,2019-03-23T13:29:13Z,Эксперты SciOne. Дмитрий Гусев
154472,7848,95,0,391,САМЫЕ ВАЖНЫЕ ИДЕИ О ПРОИСХОЖДЕНИИ ЧЕЛОВЕКА | КОВЧЕГ ИДЕЙ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
78205,3710,67,0,247,БЫЛИ ЛИ КАННИБАЛАМИ НАШИ ПРЕДКИ? | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
67434,2552,71,0,122,КАК ОХОТИЛИСЬ ДРЕВНИЕ ЛЮДИ? | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
49082,3484,60,0,100,МИФЫ О МОДЕ ДРЕВНИХ ЛЮДЕЙ | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
443687,25958,921,0,1727,"ПРАВДА ЛИ, ЧТО ЧЕЛОВЕЧЕСТВО ГЛУПЕЕТ? | IQ",2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
695425,35118,1259,0,1920,КАКИЕ БЫЛИ АЛЬТЕРНАТИВЫ ЧЕЛОВЕЧЕСТВУ? | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
60244,3103,61,0,311,ПРОИСХОЖДЕНИЕ ЧЕЛОВЕКА: КОГДА ЭТО СЛУЧИЛОСЬ? | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
89138,5123,138,0,374,ЧЕЛОВЕК — ВЕРШИНА ЭВОЛЮЦИИ? | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
147911,7251,235,0,418,КТО СКРЫВАЕТ ПРАВДУ О ПРЕДКАХ ЧЕЛОВЕКА? | IQ,2017-10-05T13:29:59Z,Эксперты SciOne. Станислав Дробышевский
125162,17384,875,0,2058,"ЧТО, ЕСЛИ ОТМЕНИТЬ СТАНДАРТНЫЕ ШКОЛЫ?",2020-12-13T15:21:20Z,Эксперты SciOne. Александр Панчин
111360,9451,288,0,469,Главный миф о поведении людей во время катастроф | Влад Гончарук,2020-06-04T17:15:37Z,Эксперты SciOne. Александр Панчин
112898,9814,195,0,694,БЕСОВСКАЯ наука | Александр Панчин,2020-02-25T16:33:01Z,Эксперты SciOne. Александр Панчин
53281,2786,78,0,522,«Первые в России ГМО-дети» | Зона Брока,2020-01-13T09:56:01Z,Эксперты SciOne. Александр Панчин
139332,9784,198,0,479,8 причин разводить БАКТЕРИИ | Иван Лозовой,2019-12-15T16:43:01Z,Эксперты SciOne. Александр Панчин
62081,3114,96,0,576,"Зона Брока | Происхождение языка, эволюция слов, гений Зализняк | подкаст Александра Панчина",2019-11-04T08:01:09Z,Эксперты SciOne. Александр Панчин
135041,10295,591,0,1943,Библия ПРАВА... в мультивселенной | Частное мнение // Александр Панчин,2019-10-17T09:05:19Z,Эксперты SciOne. Александр Панчин
189066,15345,367,0,1742,"Тот, кого НЕЛЬЗЯ называть | Александр Панчин",2019-09-29T11:59:29Z,Эксперты SciOne. Александр Панчин
152589,14953,264,0,1381,"ОНИ ХОТЯТ, ЧТОБЫ МЫ МОЛЧАЛИ | Частное мнение // Александр Панчин",2019-09-12T07:24:40Z,Эксперты SciOne. Александр Панчин
147770,6559,857,0,1573,"О правде и лжи ""Чернобыля"": ученый, два инженера, историк | Зона Брока // подкаст Александра Панчина",2019-07-25T19:01:48Z,Эксперты SciOne. Александр Панчин
45551,3191,56,0,465,Новый мозг из кожи с помощью ВИЧ | Зона Брока // ток-шоу Александра Панчина,2019-06-21T09:00:07Z,Эксперты SciOne. Александр Панчин
172372,6062,1083,0,1424,Научна ли психология и что не так с психотерапией | Зона Брока // ток-шоу Александра Панчина,2019-06-01T10:58:34Z,Эксперты SciOne. Александр Панчин
72455,3466,75,0,373,"Медицина не то, чем кажется | Зона Брока // ток-шоу Александра Панчина",2019-04-26T11:11:12Z,Эксперты SciOne. Александр Панчин
183518,13639,393,0,678,"КАК ЛЕЧИТЬСЯ СИЛОЙ МЫСЛИ: ВЕРА, ЦЕЛИТЕЛИ, ПЛАЦЕБО, ГОМЕОПАТИЯ | Иван Лозовой",2019-04-20T17:19:06Z,Эксперты SciOne. Александр Панчин
78375,4428,67,0,623,"Круче биология или физика, реальная жизнь учёного | Зона Брока // ток-шоу Александра Панчина (пилот)",2019-02-14T12:42:12Z,Эксперты SciOne. Александр Панчин
155972,14329,291,0,869,Зомби среди нас | Александр Панчин,2019-01-15T10:45:12Z,Эксперты SciOne. Александр Панчин
188858,15780,229,0,784,Плагиат чудес | Александр Панчин,2018-11-27T11:34:02Z,Эксперты SciOne. Александр Панчин
208129,15108,164,0,622,Сами себе не хозяева | Александр Панчин,2018-08-24T13:33:45Z,Эксперты SciOne. Александр Панчин
219738,15035,330,0,1062,Реальная магия и ее секреты | Александр Панчин,2018-08-02T12:45:24Z,Эксперты SciOne. Александр Панчин
310526,24426,432,0,1810,"Верую, ибо показалось | Александр Панчин",2018-06-26T12:54:02Z,Эксперты SciOne. Александр Панчин
281094,19215,256,0,1931,Подлая природа самообмана | Александр Панчин,2018-06-19T11:26:12Z,Эксперты SciOne. Александр Панчин
241916,15390,209,0,793,Обман памяти | Александр Панчин,2018-05-23T10:07:02Z,Эксперты SciOne. Александр Панчин
243920,17329,337,0,1025,Проклятые и одержимые | Александр Панчин,2018-05-10T11:47:34Z,Эксперты SciOne. Александр Панчин
249419,14915,355,0,1402,Выход из тела и околосмертный опыт | Александр Панчин,2018-04-09T10:06:03Z,Эксперты SciOne. Александр Панчин
184815,13126,108,0,674,Фантомы и кошмары | Александр Панчин,2018-03-29T09:03:59Z,Эксперты SciOne. Александр Панчин
173754,13980,139,0,606,Тайны долгожителей: биология старения,2018-03-20T15:21:50Z,Эксперты SciOne. Александр Панчин
79944,7225,60,0,281,Вирусные гены в мозге,2018-03-01T05:21:27Z,Эксперты SciOne. Александр Панчин
99472,9413,155,0,566,Понять за 15 минут: почему люди верят в паранормальное,2017-10-22T16:30:31Z,Эксперты SciOne. Александр Панчин
30975,1233,33,0,52,Прямая трансляция с Валентином Кононом (TrashSmash) и Александром Панчиным,2017-10-05T13:42:55Z,Эксперты SciOne. Александр Панчин
127237,7215,371,0,516,ПОЧЕМУ НЕ РАБОТАЕТ ГОМЕОПАТИЯ? | IQ,2017-10-05T13:32:24Z,Эксперты SciOne. Александр Панчин
66466,4525,67,0,200,ЧЕМ ПОЛЕЗНЫ ЗАБЛУЖДЕНИЯ? | IQ,2017-10-05T13:27:04Z,Эксперты SciOne. Александр Панчин
273394,13915,627,0,662,НА ЧТО ЕЩЕ СПОСОБНА ЭВОЛЮЦИЯ? | IQ,2017-10-05T13:27:04Z,Эксперты SciOne. Александр Панчин
29719,631,65,0,28,Как создать человека-паука? | IQ,2017-10-05T13:27:04Z,Эксперты SciOne. Александр Панчин
29550,782,88,0,64,"Что будет, если клонировать Гитлера? | IQ",2017-10-05T13:27:04Z,Эксперты SciOne. Александр Панчин
638807,48278,1002,0,1183,ВЫ ЭТО НИКОГДА НЕ УВИДИТЕ И НЕ УСЛЫШИТЕ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
638071,42165,953,0,3233,4 закона логики | Дмитрий Гусев,2019-03-23T13:29:12Z,"SciOne. Мозг, мышление, познание"
402841,29798,489,0,1095,КАК ОБМАНЫВАЮТ ПОЛИТИКИ | Иван Лозовой,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
402349,26513,216,0,703,Загадки мозга: как мы различаем красоту? | ИНСАЙТ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
285635,14808,263,0,753,САМЫЕ ВАЖНЫЕ ИДЕИ О ПРАВИЛЬНОМ МЫШЛЕНИИ | КОВЧЕГ ИДЕЙ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
219076,14968,525,0,495,КОМУ ВЕРИТЬ: КАК ПРОВЕРЯТЬ ИНФОРМАЦИЮ В ИНТЕРНЕТЕ?,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
205267,10231,644,0,837,КАК ОТЛИЧИТЬ УЧЕНОГО ОТ МОШЕННИКА? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
193533,7809,77,0,264,САМЫЕ ВАЖНЫЕ ИДЕИ О МОЗГЕ | КОВЧЕГ ИДЕЙ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
112724,7124,201,0,438,КОГО СЧИТАТЬ РАЗУМНЫМ? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
86449,6155,92,0,227,КАК ПОЗНАВАТЬ И НЕ ОСТАВАТЬСЯ В ДУРАКАХ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
76477,4882,68,0,160,ЧТО ЗНАЧИТ «ПОНИМАТЬ»? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
67060,4407,140,0,409,СУЩЕСТВУЕТ ЛИ ИСТИНА? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
66466,4525,67,0,200,ЧЕМ ПОЛЕЗНЫ ЗАБЛУЖДЕНИЯ? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
64442,3529,169,0,120,В ЧЕМ СИЛА ЭМОЦИЙ? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
62707,3798,211,0,719,"Что, если не истину, открывает наука? | Мозговой штурм",2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
49647,4502,133,0,641,Мозговой штурм: истина и наука,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
48853,2704,45,0,82,РЕВОЛЮЦИЯ В УМАХ: КАК С НЕЙ СПРАВЛЯЕТСЯ НАУКА? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
47854,3824,97,0,263,МОЖНО ЛИ ЧТО-ТО ДОКАЗАТЬ? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
46690,2906,286,0,92,КАК СТАТЬ КРЕАТИВНЕЕ? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
33236,1450,136,0,142,Как стать рациональнее? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
21107,485,179,0,77,Зависит ли интеллект от размера мозга? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
15821,499,67,0,68,Можно ли смоделировать мозг человека? | IQ,2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
14103,549,18,0,40,"Откуда мы знаем, что — красиво? | ИНСАЙТ [Трейлер]",2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
11402,925,21,0,71,Идеальное мышление | ИНСАЙТ [Трейлер],2017-10-05T13:19:04Z,"SciOne. Мозг, мышление, познание"
83644,7972,369,0,1553,Наука проигрывает | Александр Сергеев,2019-02-21T00:57:15Z,Эксперты SciOne. Александр Сергеев
83266,6079,347,0,830,Зря скептики охотятся на «ведьм» | Александр Сергеев,2019-01-22T13:33:10Z,Эксперты SciOne. Александр Сергеев
116831,6577,311,0,728,Секта святого Поппера,2018-02-17T14:10:35Z,Эксперты SciOne. Александр Сергеев
511114,29677,1669,0,4197,ЗАЧЕМ НУЖНА РЕЛИГИЯ | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
249299,13941,1078,0,3337,ПОЧЕМУ НЕЛЬЗЯ ДОКАЗАТЬ ТЕОРИЮ ЭВОЛЮЦИИ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
205267,10231,644,0,837,КАК ОТЛИЧИТЬ УЧЕНОГО ОТ МОШЕННИКА? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
253894,15669,470,0,1222,ЧТО ТАКОЕ РЕАЛЬНОСТЬ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
229119,12948,358,0,782,ДРУГИЕ МИРЫ: ДЛЯ КОГО НАША ВСЕЛЕННАЯ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
208580,11859,535,0,833,ДА КОМУ НУЖНА ФИЛОСОФИЯ?! | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
294988,15443,1136,0,2011,Понять за 16 минут: миф и реальность глобального потепления,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
137566,8997,400,0,759,ЧТО ТАКОЕ МЕМЫ И МЫСЛЕВИРУСЫ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
112724,7124,201,0,438,КОГО СЧИТАТЬ РАЗУМНЫМ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
107914,6293,124,0,396,ЧТО ТАКОЕ ИНФОРМАЦИЯ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
94384,5431,300,0,451,МОЖНО ЛИ ДОВЕРЯТЬ МАТЕМАТИКЕ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
75845,4287,159,0,291,ВЕЛИКИЕ ВОЙНЫ МЕМОВ: КАК ОНИ НАС МЕНЯЮТ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
75481,5390,182,0,294,ПОЧЕМУ ЛЕТАТЬ В КОСМОС ТАК ДОРОГО? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
76477,4882,68,0,160,ЧТО ЗНАЧИТ «ПОНИМАТЬ»? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
67060,4407,140,0,409,СУЩЕСТВУЕТ ЛИ ИСТИНА? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
46544,2732,65,0,265,КАК БЫСТРО РАЗВИВАЮТСЯ ТЕХНОЛОГИИ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
47854,3824,97,0,263,МОЖНО ЛИ ЧТО-ТО ДОКАЗАТЬ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
53057,3001,108,0,177,КАК УСТРОЕНА ЭВОЛЮЦИЯ ТЕХНОЛОГИЙ? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
48853,2704,45,0,82,РЕВОЛЮЦИЯ В УМАХ: КАК С НЕЙ СПРАВЛЯЕТСЯ НАУКА? | IQ,2017-10-05T12:40:22Z,Эксперты SciOne. Александр Сергеев
73273,6229,113,0,408,Понять за 20 минут: дилемма копирайта,2017-10-05T12:35:26Z,Эксперты SciOne. Александр Сергеев
49647,4502,133,0,641,Мозговой штурм: истина и наука,2017-08-08T15:57:07Z,МОЗГОВОЙ ШТУРМ
62707,3798,211,0,719,"Что, если не истину, открывает наука? | Мозговой штурм",2017-08-08T15:57:16Z,МОЗГОВОЙ ШТУРМ
101962,7138,163,0,1523,"Что, если все предрешено? | Мозговой штурм",2017-09-20T20:34:36Z,МОЗГОВОЙ ШТУРМ
78783,5129,171,0,1291,Можно ли изменить будущее? | Мозговой штурм,2017-10-05T12:50:54Z,МОЗГОВОЙ ШТУРМ
42045,2520,121,0,490,Свобода выбора: ответы на вопросы и критику,2018-03-17T15:07:56Z,МОЗГОВОЙ ШТУРМ
294988,15443,1136,0,2011,Понять за 16 минут: миф и реальность глобального потепления,2017-08-08T15:55:17Z,ПОНЯТЬ ЗА N МИНУТ
648636,30211,1242,0,1269,Понять за 12 минут: когда теория игр побеждает здравый смысл,2017-08-08T15:55:35Z,ПОНЯТЬ ЗА N МИНУТ
108414,4737,149,0,234,Понять за 15 минут: картина мира древних египтян,2017-08-08T15:55:53Z,ПОНЯТЬ ЗА N МИНУТ
89939,5533,55,0,183,Понять за 14 минут: доказательная медицина,2017-08-08T15:56:29Z,ПОНЯТЬ ЗА N МИНУТ
99472,9413,155,0,566,Понять за 15 минут: почему люди верят в паранормальное,2017-10-22T16:30:31Z,ПОНЯТЬ ЗА N МИНУТ
193533,7809,77,0,264,САМЫЕ ВАЖНЫЕ ИДЕИ О МОЗГЕ | КОВЧЕГ ИДЕЙ,2017-04-14T15:14:46Z,КОВЧЕГ ИДЕЙ
147831,6452,90,0,297,САМЫЕ ВАЖНЫЕ ИДЕИ ОБ ЭВОЛЮЦИИ | КОВЧЕГ ИДЕЙ,2017-04-13T17:49:59Z,КОВЧЕГ ИДЕЙ
285635,14808,263,0,753,САМЫЕ ВАЖНЫЕ ИДЕИ О ПРАВИЛЬНОМ МЫШЛЕНИИ | КОВЧЕГ ИДЕЙ,2017-04-13T15:44:01Z,КОВЧЕГ ИДЕЙ
181168,10335,134,0,498,САМЫЕ ВАЖНЫЕ ИДЕИ ХИМИИ | КОВЧЕГ ИДЕЙ,2017-04-05T15:06:10Z,КОВЧЕГ ИДЕЙ
302476,11441,379,0,614,САМЫЕ ВАЖНЫЕ ИДЕИ МАТЕМАТИКИ | КОВЧЕГ ИДЕЙ,2017-04-01T08:21:35Z,КОВЧЕГ ИДЕЙ
144214,5499,299,0,296,САМЫЕ ВАЖНЫЕ ИДЕИ СОЦИОЛОГИИ | КОВЧЕГ ИДЕЙ,2017-04-01T07:38:45Z,КОВЧЕГ ИДЕЙ
212381,10085,145,0,364,САМЫЕ ВАЖНЫЕ ИДЕИ О МАТЕРИИ И ВСЕЛЕННОЙ | КОВЧЕГ ИДЕЙ,2017-03-21T17:39:21Z,КОВЧЕГ ИДЕЙ
114529,5898,73,0,254,САМЫЕ ВАЖНЫЕ ИДЕИ МЕДИЦИНЫ | КОВЧЕГ ИДЕЙ,2017-03-16T19:59:33Z,КОВЧЕГ ИДЕЙ
154472,7848,95,0,391,САМЫЕ ВАЖНЫЕ ИДЕИ О ПРОИСХОЖДЕНИИ ЧЕЛОВЕКА | КОВЧЕГ ИДЕЙ,2017-03-09T16:40:05Z,КОВЧЕГ ИДЕЙ
215606,10428,107,0,481,САМЫЕ ВАЖНЫЕ ИДЕИ О КОСМОСЕ | КОВЧЕГ ИДЕЙ,2017-02-28T18:15:03Z,КОВЧЕГ ИДЕЙ
4076952,206544,7394,0,2412,ЧТО ЕСЛИ ДЕНЬ ДЛИЛСЯ БЫ ОДНУ СЕКУНДУ?,2016-05-11T21:22:20Z,SciOne. Мульт
178717,9813,592,0,1314,ВСЯ ПРАВДА О ГМО,2017-10-05T13:32:53Z,SciOne. Мульт
103913,5564,573,0,234,ЧТО ЕСЛИ ЛЮБОВЬ ОДНА?,2016-09-26T15:25:49Z,SciOne. Мульт
53236,2997,173,0,183,САМЫЕ НЕВЕРОЯТНЫЕ ФАКТЫ О САХАРЕ,2017-10-05T12:59:27Z,SciOne. Мульт
39698,2335,107,0,80,ЧТО ЕСЛИ БЫ ТЫ БЫЛ ПОИСКОВОЙ СИСТЕМОЙ?,2016-09-23T04:01:22Z,SciOne. Мульт
30256,3741,84,0,51,ЧТО ЕСЛИ ДИНОЗАВРА КОРМИТЬ В МОСКВЕ? | ЧТО ЕСЛИ,2016-05-12T07:45:52Z,SciOne. Мульт
429049,29824,1086,0,2667,ПОЧЕМУ АСТРОЛОГИЯ НЕ РАБОТАЕТ? | Иван Лозовой,2017-10-05T12:57:06Z,SciOne. Космос
215606,10428,107,0,481,САМЫЕ ВАЖНЫЕ ИДЕИ О КОСМОСЕ | КОВЧЕГ ИДЕЙ,2017-10-05T12:57:06Z,SciOne. Космос
187766,13466,243,0,674,5 загадок появления Вселенной | Иван Лозовой,2019-08-24T18:14:45Z,SciOne. Космос
151614,10686,139,0,664,ПАРАДОКС ВНЕЗЕМНОГО РАЗУМА: ГДЕ ЖЕ ОНИ?,2017-10-05T12:57:06Z,SciOne. Космос
150210,9690,239,0,378,САМЫЕ ОПАСНЫЕ УГРОЗЫ ИЗ КОСМОСА | КОСМОС,2016-04-12T03:49:48Z,SciOne. Космос
90404,7906,50,0,278,ГЛАВНЫЕ ЗАГАДКИ КОСМОСА: ЧТО ПРЕДСТОИТ ОТКРЫТЬ? | IQ,2017-10-05T12:57:06Z,SciOne. Космос
89900,5251,60,0,164,Неизвестные планеты других миров | КОСМОС,2015-12-23T05:33:39Z,SciOne. Космос
80766,2691,91,0,197,БИТВЫ В КОСМОСЕ. Реальные звездные войны | КОСМОС,2015-12-23T05:33:39Z,SciOne. Космос
77066,6962,65,0,267,"ВАШЕ ТЕЛО: ЧАСТИЦЫ, О КОТОРЫХ ВЫ НЕ ЗАДУМЫВАЕТЕСЬ | Иван Лозовой",2017-10-05T12:57:06Z,SciOne. Космос
75481,5390,182,0,294,ПОЧЕМУ ЛЕТАТЬ В КОСМОС ТАК ДОРОГО? | IQ,2017-10-05T12:57:06Z,SciOne. Космос
68393,5031,72,0,228,ПАНСПЕРМИЯ: ОТКУДА ЖИЗНЬ НА ЗЕМЛЕ? | IQ,2017-10-05T12:57:06Z,SciOne. Космос
67032,1975,26,0,50,НЕВЕРОЯТНЫЙ ХАББЛ,2017-10-05T13:10:41Z,SciOne. Космос
61778,1655,63,0,92,Что ждет людей на краю Солнечной системы?,2017-10-05T12:57:06Z,SciOne. Космос
59192,1930,336,0,131,ЕСЛИ БЫ GOOGLE БЫЛ ЧЕЛОВЕКОМ [КОСМИЧЕСКАЯ ВЕРСИЯ],2017-10-05T12:57:06Z,SciOne. Космос
46824,2063,83,0,59,"Что будет, если исчезнет Солнце?",2017-10-05T12:57:06Z,SciOne. Космос
28617,1101,20,0,32,Свидание на вылет: как «Новые Горизонты» раскрывает загадки Плутона,2017-10-05T12:57:06Z,SciOne. Космос
20072,514,101,0,71,Почему МКС не падает на землю? | IQ,2017-10-05T12:57:06Z,SciOne. Космос
19892,989,179,0,97,«МАЯК» И УГРОЗЫ КОСМИЧЕСКОГО МУСОРА | IQ,2017-10-05T12:57:06Z,SciOne. Космос
19198,737,20,0,48,Песнь льда и пламени: о чем поет комета Чурюмова-Герасименко?,2017-10-05T12:57:06Z,SciOne. Космос
73650,7253,47,0,356,9 вредных мифов о раке,2019-08-24T18:04:14Z,ТОП
88763,8177,299,0,604,9 ИСТОРИЙ О МУЧЕНИКАХ ОТ НАУКИ,2017-02-05T22:27:39Z,ТОП
313790,8843,811,0,1365,7 МИФОВ ОБ ЭВОЛЮЦИИ ЧЕЛОВЕКА,2015-10-24T00:44:12Z,ТОП
4850363,83054,7630,0,4070,7 ВЕЧНЫХ ДВИГАТЕЛЕЙ,2015-11-05T17:01:40Z,ТОП
98084,8265,207,0,393,7 САМЫХ СТРАШНЫХ «ФАКТОВ» О ГМО,2015-12-12T01:43:33Z,ТОП
984582,26377,1281,0,1333,7 БЕССМЕРТНЫХ РЕАЛЬНЫХ СУЩЕСТВ,2016-09-30T13:33:41Z,ТОП
228388,6096,235,0,265,6 САМЫХ ДЕРЗКИХ НАУЧНЫХ АФЕР,2016-12-13T20:43:25Z,ТОП
493515,24877,924,0,1703,"Лоуренс Краусс о Трампе и Путине, СССР, темной энергии, образовании и теологии",2017-06-30T00:21:51Z,В гостях у SciOne. Большие интервью
331780,19858,390,0,1508,"Ричард Докинз о нелюбимом меме, мучениках атеизма, правильной теологии и разговоре с богом",2017-07-16T17:43:40Z,В гостях у SciOne. Большие интервью
112800,7060,88,0,321,"Джеймс Уотсон: Сегодня надо быть умнее, чем 100 лет назад",2017-09-20T20:35:47Z,В гостях у SciOne. Большие интервью
79413,5071,132,0,363,"Майкл Шермер о верующих, косплеерах, борьбе с мракобесием и счастье скептика",2018-05-17T10:42:52Z,В гостях у SciOne. Большие интервью
42625,3513,60,0,346,"«Плутон — это планета, смиритесь». Глава миссии «Новые Горизонты» Алан Стерн | Большое интервью",2019-02-28T09:01:05Z,В гостях у SciOne. Большие интервью
35733,1000,8,0,35,Интервью с Мэттом Тейлором,2015-11-03T20:17:11Z,В гостях у SciOne. Большие интервью
26596,2060,57,0,159,Киборг из Лондона о новой жизни с технологиями,2018-02-21T15:53:24Z,В гостях у SciOne. Большие интервью
17417,634,4,0,29,"Человек, который покорил комету. Интервью с Мэттом Тейлором",2015-10-24T00:43:08Z,В гостях у SciOne. Большие интервью
Private video,2017-10-14T11:13:08Z,В гостях у SciOne. Большие интервью
18757,351,31,0,19,Medicinal Chemistry 4ever,2015-07-27T15:14:47Z,Для конкурсов
